# Target Sample Rate: 479 Hz
time,gFx,gFy,gFz,TgF
5.939241,-0.0413,0.8181,0.5660,1.00
5.939315,-0.0403,0.8176,0.5640,0.99
5.940335,-0.0364,0.8171,0.5572,0.99
5.942480,-0.0306,0.8166,0.5538,0.99
5.944731,-0.0262,0.8186,0.5523,0.99
5.950561,-0.0204,0.8186,0.5576,0.99
5.952755,-0.0111,0.8250,0.5640,1.00
5.955328,-0.0092,0.8269,0.5702,1.00
5.956900,-0.0077,0.8284,0.5688,1.00
5.961511,-0.0072,0.8299,0.5683,1.01
5.961570,-0.0052,0.8318,0.5673,1.01
5.963157,-0.0052,0.8323,0.5678,1.01
5.965233,-0.0052,0.8313,0.5654,1.01
5.972802,-0.0033,0.8318,0.5629,1.00
5.975454,-0.0013,0.8299,0.5585,1.00
5.977716,-0.0028,0.8299,0.5576,1.00
5.979633,-0.0033,0.8274,0.5561,1.00
5.984772,-0.0038,0.8264,0.5556,1.00
5.984889,-0.0052,0.8264,0.5513,0.99
5.985917,-0.0052,0.8245,0.5488,0.99
5.988465,-0.0077,0.8240,0.5469,0.99
5.990074,-0.0101,0.8245,0.5464,0.99
5.995469,-0.0116,0.8274,0.5464,0.99
5.995553,-0.0140,0.8284,0.5454,0.99
5.996281,-0.0170,0.8294,0.5454,0.99
5.998307,-0.0175,0.8313,0.5459,0.99
6.006414,-0.0170,0.8279,0.5449,0.99
6.008668,-0.0165,0.8250,0.5498,0.99
6.010987,-0.0165,0.8245,0.5488,0.99
6.012744,-0.0179,0.8235,0.5493,0.99
6.016860,-0.0160,0.8235,0.5508,0.99
6.016936,-0.0194,0.8235,0.5508,0.99
6.021089,-0.0219,0.8235,0.5552,0.99
6.023234,-0.0243,0.8269,0.5552,1.00
6.027837,-0.0262,0.8293,0.5571,1.00
6.031461,-0.0272,0.8342,0.5679,1.01
6.033701,-0.0267,0.8357,0.5717,1.01
6.035477,-0.0258,0.8382,0.5786,1.02
6.039537,-0.0243,0.8372,0.5829,1.02
6.039804,-0.0209,0.8377,0.5912,1.03
6.041748,-0.0184,0.8362,0.5946,1.03
6.043784,-0.0165,0.8318,0.5995,1.03
6.045934,-0.0140,0.8269,0.6039,1.02
6.050471,-0.0116,0.8220,0.6074,1.02
6.050548,-0.0106,0.8211,0.6137,1.03
6.052043,-0.0125,0.8235,0.6185,1.03
6.054372,-0.0150,0.8250,0.6161,1.03
6.056269,-0.0150,0.8274,0.6151,1.03
6.061998,-0.0150,0.8284,0.6146,1.03
6.064598,-0.0184,0.8299,0.6161,1.03
6.066917,-0.0189,0.8289,0.6146,1.03
6.068593,-0.0194,0.8269,0.6171,1.03
6.072761,-0.0208,0.8211,0.6210,1.03
6.072837,-0.0223,0.8186,0.6225,1.03
6.075211,-0.0233,0.8157,0.6196,1.02
6.077331,-0.0272,0.8152,0.6191,1.02
6.078986,-0.0306,0.8166,0.6205,1.03
6.083946,-0.0320,0.8171,0.6172,1.02
6.084030,-0.0306,0.8161,0.6177,1.02
6.085191,-0.0311,0.8161,0.6167,1.02
6.087418,-0.0306,0.8137,0.6167,1.02
6.089512,-0.0316,0.8142,0.6147,1.02
6.095119,-0.0301,0.8137,0.6157,1.02
6.095209,-0.0296,0.8117,0.6123,1.02
6.095569,-0.0301,0.8108,0.6118,1.02
6.097619,-0.0296,0.8093,0.6108,1.01
6.100157,-0.0286,0.8098,0.6084,1.01
6.101724,-0.0311,0.8117,0.6069,1.01
6.106183,-0.0311,0.8112,0.6074,1.01
6.106280,-0.0306,0.8117,0.6089,1.02
6.107932,-0.0316,0.8127,0.6108,1.02
6.110164,-0.0286,0.8157,0.6167,1.02
6.117515,-0.0281,0.8186,0.6235,1.03
6.120570,-0.0218,0.8118,0.6147,1.02
6.122388,-0.0203,0.8093,0.6104,1.01
6.124403,-0.0208,0.8074,0.6045,1.01
6.134555,-0.0203,0.8010,0.5963,1.00
6.144115,-0.0267,0.7932,0.5597,0.97
6.153000,-0.0179,0.7942,0.5382,0.96
6.155226,-0.0033,0.8006,0.5377,0.96
6.157427,-0.0023,0.8025,0.5377,0.97
6.161995,-0.0009,0.8054,0.5308,0.96
6.162109,-0.0121,0.8142,0.5167,0.96
6.163649,-0.0287,0.8318,0.5118,0.98
6.165892,-0.0317,0.8410,0.5093,0.98
6.167692,-0.0229,0.8426,0.5059,0.98
6.172816,-0.0121,0.8362,0.5039,0.98
6.172891,-0.0053,0.8274,0.4961,0.96
6.174087,-0.0082,0.8255,0.4874,0.96
6.176081,-0.0131,0.8250,0.4869,0.96
6.178101,-0.0165,0.8255,0.4899,0.96
6.180107,-0.0102,0.8245,0.4966,0.96
6.183266,-0.0034,0.8240,0.5044,0.97
6.184273,0.0084,0.8236,0.5151,0.97
6.186421,0.0137,0.8216,0.5205,0.97
6.190528,0.0118,0.8241,0.5264,0.98
6.194287,0.0084,0.8255,0.5312,0.98
6.194755,0.0025,0.8275,0.5376,0.99
6.196690,-0.0009,0.8289,0.5478,0.99
6.199183,-0.0018,0.8303,0.5580,1.00
6.200773,0.0001,0.8338,0.5693,1.01
6.206585,0.0030,0.8382,0.5780,1.02
6.209202,0.0069,0.8582,0.6199,1.06
6.211314,0.0064,0.8607,0.6330,1.07
6.213283,0.0059,0.8626,0.6423,1.08
6.218217,0.0054,0.8587,0.6491,1.08
6.218314,0.0025,0.8534,0.6550,1.08
6.219675,-0.0062,0.8509,0.6550,1.07
6.221650,-0.0204,0.8445,0.6487,1.07
